enrolment_id,learner_id,course_id,enrol_date,expected_completion_date,actual_completion_date,status,progress_pct,last_activity_date,assessment_score,attempts,feedback_rating,certificate_issued
ENR01021,LRN0274,CRS008,2024-02-29,2024-05-19,,In Progress,32,2024-03-23,,1,,No
ENR00926,LRN0046,CRS053,2024-01-27,2024-04-16,,In Progress,43,,,1,5,No
ENR01817,LRN0330,CRS047,2024-01-03,2024-03-03,,Dropped,34,2024-01-14,,2,,No
ENR01469,LRN0094,CRS047,2024-01-02,2024-03-02,,In Progress,52,,,2,,No
ENR00722,LRN0167,CRS034,2024-03-01,2024-03-21,,In Progress,63,2024-03-26,,1,,No
ENR00244,LRN0190,CRS044,2024-02-13,2024-05-03,,Not Started,0,,,2,,No
ENR00301,LRN0366,CRS028,2024-03-09,2024-04-18,,Dropped,33,2024-03-12,,1,4,No
ENR01120,LRN0126,CRS049,2024-03-12,2024-04-21,,Dropped,33,2024-03-21,,2,,No
ENR01045,LRN0428,CRS046,2024-03-16,2024-04-25,,In Progress,86,2024-03-24,,1,,No
ENR01884,LRN0129,CRS009,2024-01-02,2024-01-22,,In Progress,36,2024-02-19,,1,,No
ENR00558,LRN0471,CRS025,2024-02-24,2024-04-04,2024-03-15,Completed,100,2024-03-15,83.33,1,3,Yes
ENR01438,LRN0249,CRS051,2024-01-10,2024-03-30,2024-02-21,Completed,100,2024-02-21,89.16,1,3,Yes
ENR01694,LRN0032,CRS002,2024-03-10,2024-03-30,2024-03-31,Completed,100,2024-03-31,90.85,1,1,Yes
ENR00820,LRN0182,CRS012,2024-02-25,2024-04-05,,Dropped,5,2024-03-03,,1,,No
ENR00498,LRN0035,CRS059,2024-03-02,2024-05-21,2024-03-31,Completed,100,2024-03-31,78.32,1,5,Yes
ENR00034,LRN0473,CRS036,2024-01-30,2024-02-19,,Not Started,0,,,3,,No
ENR01392,LRN0409,CRS029,2024-02-24,2024-05-14,,Not Started,0,,,1,,No
ENR00571,LRN0456,CRS028,2024-03-04,2024-04-13,2024-03-31,Completed,100,2024-03-31,52.52,1,1,No
ENR01596,LRN0172,CRS040,2024-02-20,2024-03-21,2024-03-04,Completed,100,2024-03-04,67.77,1,3,Yes
ENR00753,LRN0434,CRS016,2024-01-23,2024-02-12,,In Progress,76,2024-02-08,,1,,No
ENR01618,LRN0020,CRS020,2024-01-27,2024-02-06,,Dropped,9,2024-01-27,,1,,No
ENR00901,LRN0485,CRS012,2024-01-28,2024-03-08,2024-02-17,Completed,100,,70.98,1,2,Yes
ENR01670,LRN0214,CRS054,2024-01-22,2024-03-02,,In Progress,17,2024-01-29,,1,,No
ENR01092,LRN0243,CRS032,2024-03-11,2024-03-21,,Not Started,0,,,1,,No
ENR01434,LRN0052,CRS026,2024-03-16,2024-03-26,2024-03-30,Completed,100,2024-03-30,70.82,1,1,Yes
ENR00163,LRN0006,CRS005,2024-02-15,2024-03-26,2024-02-18,Completed,100,2024-02-18,52.83,1,5,No
ENR01544,LRN0465,CRS044,2024-01-03,2024-03-23,2024-03-20,Completed,100,2024-03-20,82.74,1,5,Yes
ENR01027,LRN0384,CRS026,2024-02-02,2024-02-12,,In Progress,31,2024-02-28,,1,,No
ENR00524,LRN0440,CRS015,2024-02-26,2024-03-07,,Dropped,35,2024-03-02,,1,,No
ENR00871,LRN0451,CRS010,2024-01-21,2024-02-10,,In Progress,89,2024-03-29,,1,,No
ENR01565,LRN0323,CRS028,2024-02-03,2024-03-14,,In Progress,61,2024-02-19,,1,,No
ENR01431,LRN0039,CRS022,2024-01-03,2024-01-23,,Not Started,0,,,1,,No
ENR00456,LRN0217,CRS013,2024-02-07,2024-04-27,2024-02-24,Completed,100,2024-02-24,77.67,1,4,Yes
ENR00727,LRN0258,CRS029,2024-02-05,2024-04-25,2024-03-02,Completed,100,2024-03-02,53.82,1,5,No
ENR00721,LRN0345,CRS010,2024-02-11,2024-03-02,2024-03-02,Completed,100,2024-03-02,88.22,2,5,Yes
ENR00087,LRN0500,CRS007,2024-01-14,2024-02-23,,Dropped,32,2024-01-14,,1,,No
ENR00632,LRN0047,CRS012,2024-01-12,2024-02-21,2024-02-13,Completed,100,2024-02-13,79.46,1,2,Yes
ENR01413,LRN0185,CRS017,2024-02-03,2024-02-23,,In Progress,78,2024-03-26,,1,,No
ENR01567,LRN0073,CRS011,2024-03-06,2024-03-16,2024-03-09,Completed,100,2024-03-09,86.49,1,2,Yes
ENR01730,LRN0351,CRS046,2024-02-13,2024-03-24,2024-03-24,Completed,100,2024-03-24,49.67,1,5,No
ENR00273,LRN0335,CRS048,2024-02-18,2024-02-28,,Dropped,5,2024-03-01,,1,,No
ENR00652,LRN0396,CRS021,2024-02-06,2024-02-26,,Dropped,27,2024-02-17,,1,,No
ENR00769,LRN0414,CRS056,2024-03-03,2024-05-02,,Dropped,6,2024-03-10,,1,,No
ENR00497,LRN0181,CRS042,2024-03-13,2024-03-23,2024-03-30,Completed,100,2024-03-30,92.23,1,3,Yes
ENR00602,LRN0285,CRS055,2024-01-11,2024-01-21,,Not Started,0,,,1,2,No
ENR01545,LRN0471,CRS011,2024-01-19,2024-01-29,,Not Started,0,,,1,,No
ENR00271,LRN0050,CRS023,2024-03-01,2024-05-20,2024-03-04,Completed,100,2024-03-04,51.45,1,3,No
ENR00002,LRN0337,CRS056,2024-02-24,2024-04-24,,In Progress,44,,,1,,No
ENR01978,LRN0166,CRS055,2024-01-03,2024-01-13,,Dropped,19,2024-01-13,,1,,No
ENR01559,LRN0418,CRS029,2024-01-30,2024-04-19,,In Progress,76,2024-02-11,,1,,No
ENR01330,LRN0238,CRS006,2024-01-26,2024-02-05,,In Progress,67,2024-03-18,,1,2,No
ENR00772,LRN0043,CRS056,2024-03-05,2024-05-04,2024-03-31,Completed,100,2024-03-31,55.72,2,2,No
ENR01250,LRN0459,CRS056,2024-02-16,2024-04-16,,Dropped,24,2024-02-22,,1,,No
ENR00512,LRN0470,CRS017,2024-01-04,2024-01-24,2024-01-25,Completed,100,2024-01-25,59.35,1,1,No
ENR00121,LRN0163,CRS025,2024-02-02,2024-03-13,2024-02-05,Completed,100,2024-02-05,74.8,1,2,Yes
ENR01443,LRN0383,CRS009,2024-03-03,2024-03-23,2024-03-09,Completed,100,2024-03-09,88.12,1,5,Yes
ENR01672,LRN0456,CRS014,2024-03-05,2024-04-04,,In Progress,36,2024-03-17,,1,,No
ENR01686,LRN0297,CRS056,2024-01-03,2024-03-03,,In Progress,70,2024-03-23,,1,,No
ENR00830,LRN0472,CRS031,2024-03-16,2024-03-26,2024-03-27,Completed,100,2024-03-27,50.0,1,5,No
ENR00925,LRN0253,CRS026,2024-03-10,2024-03-20,2024-03-18,Completed,100,2024-03-18,80.3,1,2,Yes
ENR01168,LRN0044,CRS031,2024-02-18,2024-02-28,2024-03-09,Completed,100,2024-03-09,60.39,1,5,Yes
ENR00546,LRN0192,CRS031,2024-02-07,2024-02-17,,In Progress,57,2024-02-17,,1,,No
ENR01130,LRN0251,CRS053,2024-01-28,2024-04-17,,Dropped,21,2024-02-11,,1,,No
ENR00375,LRN0050,CRS022,2024-02-22,2024-03-13,,Dropped,6,,,1,,No
ENR00019,LRN0298,CRS050,2024-03-08,2024-03-18,2024-03-11,Completed,100,2024-03-11,58.09,1,3,No
ENR00510,LRN0129,CRS025,2024-02-15,2024-03-26,2024-03-31,Completed,100,2024-03-31,53.68,1,5,No
ENR00746,LRN0471,CRS014,2024-02-15,2024-03-16,2024-03-09,Completed,100,2024-03-09,51.77,2,1,No
ENR00940,LRN0111,CRS042,2024-01-25,2024-02-04,,Not Started,0,,,1,,No
ENR00457,LRN0056,CRS044,2024-01-07,2024-03-27,,In Progress,38,2024-01-21,,1,,No
ENR01970,LRN0057,CRS001,2024-03-07,2024-04-06,2024-03-10,Completed,100,2024-03-10,83.36,1,5,Yes
ENR00185,LRN0338,CRS054,2024-02-15,2024-03-26,2024-03-07,Completed,100,2024-03-07,68.41,1,5,Yes
ENR01200,LRN0396,CRS033,2024-02-09,2024-03-20,,In Progress,34,2024-03-30,,3,,No
ENR00039,LRN0231,CRS059,2024-02-01,2024-04-21,2024-03-31,Completed,100,2024-03-31,80.6,1,4,Yes
ENR01222,LRN0477,CRS011,2024-01-26,2024-02-05,2024-02-02,Completed,100,2024-02-02,50.98,1,1,No
ENR00836,LRN0269,CRS055,2024-01-23,2024-02-02,,In Progress,37,2024-01-28,,1,,No
ENR00441,LRN0285,CRS050,2024-02-10,2024-02-20,,In Progress,60,2024-02-13,,1,,No
ENR00766,LRN0008,CRS010,2024-01-05,2024-01-25,,Dropped,10,2024-01-08,,1,4,No
ENR01796,LRN0411,CRS035,2024-02-22,2024-05-12,2024-03-31,Completed,100,2024-03-31,68.54,2,5,Yes
ENR01347,LRN0240,CRS004,2024-03-06,2024-05-05,,In Progress,31,2024-03-23,,1,,No
ENR00333,LRN0061,CRS011,2024-01-29,2024-02-08,2024-02-01,Completed,100,2024-02-01,61.05,1,3,Yes
ENR00611,LRN0479,CRS017,2024-03-12,2024-04-01,,In Progress,19,2024-03-18,,1,,No
ENR00293,LRN0413,CRS048,2024-03-09,2024-03-19,,In Progress,71,2024-03-21,,1,,No
ENR01989,LRN0126,CRS052,2024-01-07,2024-03-27,,In Progress,69,2024-01-16,,1,,No
ENR01356,LRN0343,CRS006,2024-01-21,2024-01-31,,In Progress,85,2024-03-24,,1,,No
ENR01660,LRN0269,CRS031,2024-02-01,2024-02-11,,Dropped,20,2024-02-09,,1,,No
ENR00605,LRN0151,CRS047,2024-02-04,2024-04-04,,In Progress,57,2024-03-14,,1,,No
ENR01529,LRN0421,CRS046,2024-01-11,2024-02-20,,In Progress,58,2024-03-24,,1,,No
ENR01507,LRN0089,CRS052,2024-03-06,2024-05-25,2024-03-31,Completed,100,2024-03-31,92.64,1,5,Yes
ENR00023,LRN0367,CRS024,2024-02-09,2024-03-10,2024-03-13,Completed,100,2024-03-13,46.91,1,1,No
ENR00366,LRN0258,CRS011,2024-01-02,2024-01-12,2024-01-10,Completed,100,2024-01-10,82.39,2,5,Yes
ENR00167,LRN0482,CRS034,2024-02-25,2024-03-16,,Dropped,7,2024-02-26,,1,,No
ENR00013,LRN0434,CRS027,2024-02-04,2024-03-05,,Dropped,10,2024-02-14,,1,,No
ENR01844,LRN0275,CRS002,2024-02-21,2024-03-12,,In Progress,54,2024-02-22,,2,,No
ENR00993,LRN0423,CRS022,2024-03-07,2024-03-27,,In Progress,43,2024-03-15,,1,,No
ENR01793,LRN0154,CRS047,2024-03-12,2024-05-11,2024-03-24,Completed,100,2024-03-24,59.87,1,3,No
ENR01683,LRN0189,CRS045,2024-02-21,2024-03-02,,In Progress,88,2024-03-02,,2,,No
ENR01394,LRN0052,CRS006,2024-02-17,2024-02-27,,Not Started,0,,,2,,No
ENR01069,LRN0410,CRS040,2024-02-17,2024-03-18,2024-02-20,Completed,100,2024-02-20,71.55,2,5,Yes
ENR00685,LRN0273,CRS054,2024-02-12,2024-03-23,,Dropped,11,2024-02-22,,1,5,No
ENR00519,LRN0219,CRS036,2024-01-18,2024-02-07,2024-01-21,Completed,100,2024-01-21,94.34,3,3,Yes
ENR01315,LRN0434,CRS024,2024-02-14,2024-03-15,,Dropped,4,,,2,,No
ENR01917,LRN0387,CRS050,2024-02-01,2024-02-11,2024-02-04,Completed,100,2024-02-04,61.2,1,2,Yes
ENR01939,LRN0327,CRS056,2024-02-10,2024-04-10,,Dropped,25,2024-02-11,,1,,No
ENR01291,LRN0300,CRS005,2024-02-08,2024-03-19,2024-03-09,Completed,100,2024-03-09,52.91,2,3,No
ENR00782,LRN0267,CRS020,2024-03-08,2024-03-18,2024-03-23,Completed,100,2024-03-23,77.91,1,4,Yes
ENR01219,LRN0285,CRS052,2024-01-12,2024-04-01,,Dropped,30,2024-01-19,,2,,No
ENR01645,LRN0194,CRS050,2024-03-05,2024-03-15,,In Progress,88,2024-03-07,,1,,No
ENR00668,LRN0327,CRS052,2024-01-13,2024-04-02,2024-03-31,Completed,100,2024-03-31,49.33,2,3,No
ENR00448,LRN0393,CRS019,2024-01-11,2024-03-11,2024-02-06,Completed,100,2024-02-06,81.27,1,2,Yes
ENR00552,LRN0162,CRS048,2024-01-15,2024-01-25,,In Progress,62,2024-03-11,,1,,No
ENR00575,LRN0483,CRS015,2024-01-26,2024-02-05,2024-01-29,Completed,100,2024-01-29,71.65,1,4,Yes
ENR00542,LRN0368,CRS015,2024-01-08,2024-01-18,,Not Started,0,,,3,,No
ENR01081,LRN0084,CRS024,2024-01-13,2024-02-12,,Dropped,19,2024-01-17,,3,,No
ENR01987,LRN0231,CRS002,2024-02-18,2024-03-09,,In Progress,88,2024-02-22,,1,,No
ENR01378,LRN0477,CRS033,2024-02-18,2024-03-29,,In Progress,51,2024-02-23,,1,,No
ENR00399,LRN0497,CRS044,2024-02-22,2024-05-12,2024-03-31,Completed,100,2024-03-31,45.2,1,2,No
ENR00863,LRN0330,CRS020,2024-01-28,2024-02-07,2024-02-07,Completed,100,2024-02-07,50.98,1,3,No
ENR00359,LRN0069,CRS059,2024-01-15,2024-04-04,2024-02-23,Completed,100,2024-02-23,64.85,2,2,Yes
ENR01648,LRN0164,CRS051,2024-01-22,2024-04-11,2024-03-02,Completed,100,2024-03-02,76.2,1,1,Yes
ENR01552,LRN0225,CRS060,2024-03-09,2024-04-08,2024-03-27,Completed,100,,62.9,1,1,Yes
ENR01302,LRN0473,CRS025,2024-01-11,2024-02-20,,Dropped,20,2024-01-24,,1,2,No
ENR00117,LRN0408,CRS050,2024-02-09,2024-02-19,,In Progress,81,2024-02-16,,1,,No
ENR00935,LRN0419,CRS020,2024-02-16,2024-02-26,,In Progress,90,2024-03-28,,1,,No
ENR00246,LRN0446,CRS045,2024-02-21,2024-03-02,,Dropped,8,2024-03-06,,1,,No
ENR01280,LRN0487,CRS005,2024-03-08,2024-04-17,2024-03-31,Completed,100,2024-03-31,54.51,1,1,No
ENR00492,LRN0246,CRS019,2024-02-07,2024-04-07,,In Progress,73,2024-03-15,,1,,No
ENR00035,LRN0087,CRS004,2024-02-21,2024-04-21,,In Progress,43,2024-03-30,,1,,No
ENR01722,LRN0181,CRS051,2024-01-23,2024-04-12,,In Progress,35,2024-03-23,,1,,No
ENR00274,LRN0141,CRS041,2024-02-26,2024-03-27,2024-02-29,Completed,100,2024-02-29,51.41,1,5,No
ENR01087,LRN0222,CRS007,2024-03-06,2024-04-15,,Dropped,13,2024-03-12,,1,,No
ENR00068,LRN0345,CRS007,2024-02-25,2024-04-05,,In Progress,60,2024-02-25,,1,,No
ENR01142,LRN0118,CRS048,2024-03-09,2024-03-19,,Not Started,0,,,1,,No
ENR00032,LRN0377,CRS009,2024-02-03,2024-02-23,2024-02-18,Completed,100,2024-02-18,88.97,1,4,Yes
ENR00272,LRN0497,CRS010,2024-02-21,2024-03-12,2024-02-24,Completed,100,2024-02-24,58.25,1,5,No
ENR00803,LRN0490,CRS048,2024-02-07,2024-02-17,,In Progress,51,,,3,,No
ENR00832,LRN0102,CRS019,2024-02-24,2024-04-24,,In Progress,20,2024-03-19,,1,,No
ENR00968,LRN0283,CRS050,2024-02-27,2024-03-08,2024-03-06,Completed,100,2024-03-06,50.22,1,5,No
ENR01639,LRN0182,CRS012,2024-03-17,2024-04-26,2024-03-31,Completed,100,2024-03-31,51.02,1,2,No
ENR00352,LRN0139,CRS059,2024-03-04,2024-05-23,,In Progress,19,2024-03-12,,1,,No
ENR00226,LRN0132,CRS025,2024-02-29,2024-04-09,2024-03-13,Completed,100,2024-03-13,65.63,1,1,Yes
ENR01759,LRN0074,CRS032,2024-02-23,2024-03-04,2024-02-26,Completed,100,2024-02-26,96.35,1,1,Yes
ENR00789,LRN0223,CRS043,2024-02-04,2024-04-24,2024-03-31,Completed,100,2024-03-31,71.83,1,5,Yes
ENR01832,LRN0482,CRS021,2024-01-13,2024-02-02,,Dropped,29,2024-01-15,,1,,No
ENR01812,LRN0126,CRS029,2024-01-11,2024-03-31,,Not Started,0,,,1,1,No
ENR01229,LRN0263,CRS011,2024-01-24,2024-02-03,2024-01-27,Completed,100,2024-01-27,80.15,2,5,Yes
ENR01473,LRN0013,CRS026,2024-02-17,2024-02-27,,Not Started,0,,,1,,No
ENR00231,LRN0377,CRS016,2024-02-01,2024-02-21,,In Progress,56,2024-03-30,,1,,No
ENR01404,LRN0174,CRS048,2024-01-19,2024-01-29,,Dropped,4,2024-02-01,,1,,No
ENR01214,LRN0497,CRS053,2024-01-04,2024-03-24,2024-01-07,Completed,100,2024-01-07,65.64,1,3,Yes
ENR00867,LRN0067,CRS049,2024-03-03,2024-04-12,2024-03-31,Completed,100,2024-03-31,78.68,1,1,Yes
ENR00005,LRN0499,CRS051,2024-01-10,2024-03-30,,Dropped,13,2024-01-18,,1,5,No
ENR01106,LRN0423,CRS034,2024-02-07,2024-02-27,2024-02-27,Completed,100,2024-02-27,98.55,1,5,Yes
ENR00859,LRN0211,CRS046,2024-03-10,2024-04-19,,Dropped,8,2024-03-16,,2,,No
ENR00155,LRN0327,CRS033,2024-02-02,2024-03-13,2024-02-27,Completed,100,2024-02-27,84.85,1,2,Yes
ENR00182,LRN0077,CRS056,2024-02-20,2024-04-20,2024-03-12,Completed,100,2024-03-12,71.09,1,5,Yes
ENR00565,LRN0377,CRS057,2024-01-27,2024-02-06,,In Progress,83,2024-03-02,,2,,No
ENR01293,LRN0063,CRS032,2024-02-29,2024-03-10,,Dropped,31,2024-03-14,,1,,No
ENR00957,LRN0404,CRS022,2024-03-03,2024-03-23,2024-03-21,Completed,100,2024-03-21,75.16,1,4,Yes
ENR01325,LRN0146,CRS028,2024-01-23,2024-03-03,,Not Started,0,,,1,,No
ENR01314,LRN0168,CRS009,2024-01-20,2024-02-09,,In Progress,26,2024-03-08,,1,,No
ENR00377,LRN0454,CRS041,2024-01-12,2024-02-11,,Not Started,0,,,1,,No
ENR01158,LRN0309,CRS055,2024-03-12,2024-03-22,,In Progress,12,2024-03-23,,1,,No
ENR00695,LRN0372,CRS050,2024-01-06,2024-01-16,2024-01-23,Completed,100,2024-01-23,96.01,1,4,Yes
ENR01187,LRN0405,CRS048,2024-01-06,2024-01-16,,In Progress,24,2024-01-18,,1,,No
ENR01352,LRN0280,CRS060,2024-02-21,2024-03-22,,Dropped,34,2024-02-25,,1,,No
ENR01040,LRN0469,CRS013,2024-01-12,2024-04-01,,In Progress,60,2024-02-16,,1,1,No
ENR01058,LRN0311,CRS055,2024-02-03,2024-02-13,2024-02-22,Completed,100,2024-02-22,83.5,1,5,Yes
ENR00302,LRN0346,CRS060,2024-03-08,2024-04-07,,Not Started,0,,,1,,No
ENR00938,LRN0306,CRS019,2024-02-01,2024-04-01,2024-02-09,Completed,100,,93.64,2,5,Yes
ENR00040,LRN0166,CRS045,2024-02-20,2024-03-01,,In Progress,64,2024-03-15,,1,,No
ENR01769,LRN0319,CRS059,2024-01-15,2024-04-04,,Not Started,0,,,1,,No
ENR01353,LRN0451,CRS057,2024-02-15,2024-02-25,,In Progress,83,2024-02-29,,3,,No
ENR00062,LRN0043,CRS019,2024-02-29,2024-04-29,,In Progress,48,2024-03-30,,1,,No
ENR01541,LRN0137,CRS012,2024-02-19,2024-03-30,2024-03-31,Completed,100,2024-03-31,60.73,3,3,Yes
ENR00669,LRN0012,CRS012,2024-02-02,2024-03-13,,Dropped,5,2024-02-13,,2,,No
ENR01079,LRN0336,CRS013,2024-01-02,2024-03-22,,In Progress,52,,,1,,No
ENR01726,LRN0194,CRS060,2024-01-21,2024-02-20,,In Progress,85,2024-03-11,,2,,No
ENR00613,LRN0437,CRS038,2024-02-05,2024-03-06,,Not Started,0,,,1,,No
ENR01706,LRN0162,CRS060,2024-02-24,2024-03-25,,Dropped,11,2024-02-26,,1,2,No
ENR00607,LRN0369,CRS055,2024-01-18,2024-01-28,2024-02-04,Completed,100,2024-02-04,90.62,1,4,Yes
ENR01578,LRN0413,CRS012,2024-01-08,2024-02-17,,In Progress,27,2024-01-08,,1,,No
ENR01783,LRN0490,CRS052,2024-03-13,2024-06-01,,Not Started,0,,,1,,No
ENR01334,LRN0344,CRS052,2024-01-26,2024-04-15,,In Progress,66,2024-02-15,,2,,No
ENR00357,LRN0118,CRS025,2024-01-11,2024-02-20,,In Progress,77,2024-03-04,,1,,No
ENR01127,LRN0050,CRS003,2024-02-02,2024-02-22,2024-02-23,Completed,100,2024-02-23,51.62,1,5,No
ENR00850,LRN0103,CRS058,2024-01-08,2024-02-07,2024-01-12,Completed,100,2024-01-12,97.08,1,2,Yes
ENR01938,LRN0261,CRS018,2024-02-20,2024-03-21,,In Progress,31,2024-03-28,,1,,No
ENR01231,LRN0352,CRS039,2024-02-26,2024-05-16,2024-03-31,Completed,100,2024-03-31,92.66,1,5,Yes
ENR00340,LRN0119,CRS047,2024-02-25,2024-04-25,2024-03-31,Completed,100,2024-03-31,50.15,1,2,No
ENR01083,LRN0139,CRS012,2024-01-15,2024-02-24,,Dropped,7,2024-01-20,,1,,No
ENR00308,LRN0250,CRS001,2024-01-20,2024-02-19,,Dropped,14,2024-01-24,,1,,No
ENR00824,LRN0112,CRS023,2024-01-13,2024-04-02,,Dropped,9,2024-01-27,,1,,No
ENR00327,LRN0099,CRS027,2024-03-11,2024-04-10,,Dropped,35,2024-03-25,,3,,No
ENR00931,LRN0275,CRS001,2024-02-06,2024-03-07,2024-02-24,Completed,100,2024-02-24,73.1,1,2,Yes
ENR00135,LRN0276,CRS006,2024-01-10,2024-01-20,,In Progress,25,2024-03-06,,1,,No
ENR01760,LRN0133,CRS044,2024-02-04,2024-04-24,,In Progress,84,2024-03-08,,1,,No
ENR01774,LRN0400,CRS016,2024-03-11,2024-03-31,,In Progress,89,2024-03-12,,1,,No
ENR01840,LRN0132,CRS037,2024-01-23,2024-03-03,2024-02-12,Completed,100,2024-02-12,81.3,1,3,Yes
ENR01312,LRN0092,CRS030,2024-02-08,2024-04-08,,Dropped,9,2024-02-09,,1,,No
ENR01061,LRN0434,CRS020,2024-02-11,2024-02-21,2024-02-20,Completed,100,,53.18,1,1,No
ENR00065,LRN0042,CRS050,2024-03-05,2024-03-15,2024-03-23,Completed,100,2024-03-23,81.39,1,2,Yes
ENR01105,LRN0374,CRS050,2024-01-25,2024-02-04,,In Progress,17,2024-02-24,,1,,No
ENR01289,LRN0490,CRS054,2024-01-04,2024-02-13,2024-01-10,Completed,100,2024-01-10,53.54,3,5,No
ENR01051,LRN0190,CRS008,2024-02-09,2024-04-29,2024-03-31,Completed,100,2024-03-31,96.03,1,2,Yes
ENR00064,LRN0262,CRS028,2024-02-22,2024-04-02,2024-03-30,Completed,100,2024-03-30,84.62,2,3,Yes
ENR00417,LRN0381,CRS047,2024-01-17,2024-03-17,,Not Started,0,,,1,,No
ENR00099,LRN0369,CRS048,2024-01-17,2024-01-27,,In Progress,46,2024-03-26,,1,,No
ENR01802,LRN0224,CRS018,2024-02-27,2024-03-28,,Not Started,0,,,1,,No
ENR00914,LRN0115,CRS041,2024-01-01,2024-01-31,2024-02-04,Completed,100,2024-02-04,71.54,1,3,Yes
ENR00088,LRN0467,CRS024,2024-01-21,2024-02-20,,Dropped,28,2024-02-01,,1,,No
ENR00612,LRN0092,CRS017,2024-03-13,2024-04-02,2024-03-31,Completed,100,2024-03-31,77.3,1,3,Yes
ENR01292,LRN0360,CRS016,2024-03-14,2024-04-03,,Dropped,13,2024-03-22,,1,,No
ENR00845,LRN0147,CRS019,2024-03-13,2024-05-12,2024-03-23,Completed,100,2024-03-23,66.72,2,2,Yes
ENR00320,LRN0219,CRS031,2024-01-08,2024-01-18,,In Progress,16,2024-03-30,,1,,No
ENR01227,LRN0023,CRS053,2024-01-13,2024-04-02,,In Progress,16,2024-02-18,,1,,No
ENR01919,LRN0426,CRS051,2024-02-04,2024-04-24,,Dropped,10,2024-02-05,,2,3,No
ENR00112,LRN0480,CRS058,2024-02-09,2024-03-10,,Dropped,11,2024-02-12,,2,,No
ENR00975,LRN0225,CRS032,2024-02-16,2024-02-26,,Dropped,1,2024-02-22,,1,,No
ENR00235,LRN0257,CRS035,2024-02-18,2024-05-08,,In Progress,21,2024-03-15,,1,,No
ENR00095,LRN0324,CRS046,2024-03-07,2024-04-16,,Not Started,0,,,1,,No
ENR01587,LRN0249,CRS052,2024-02-18,2024-05-08,2024-03-20,Completed,100,2024-03-20,75.97,1,3,Yes
ENR00920,LRN0490,CRS002,2024-01-16,2024-02-05,2024-01-31,Completed,100,2024-01-31,75.39,1,3,Yes
ENR01925,LRN0342,CRS055,2024-03-06,2024-03-16,,In Progress,42,2024-03-18,,1,,No
ENR00410,LRN0345,CRS016,2024-01-01,2024-01-21,,Not Started,0,,,1,2,No
ENR00004,LRN0258,CRS052,2024-02-13,2024-05-03,2024-03-17,Completed,100,2024-03-17,64.98,1,4,Yes
ENR00673,LRN0003,CRS027,2024-01-27,2024-02-26,2024-02-17,Completed,100,2024-02-17,81.15,1,4,Yes
ENR00191,LRN0211,CRS026,2024-01-21,2024-01-31,,Not Started,0,,,1,,No
ENR01047,LRN0303,CRS020,2024-02-02,2024-02-12,2024-02-05,Completed,100,2024-02-05,75.53,2,2,Yes
ENR01340,LRN0363,CRS005,2024-02-10,2024-03-21,,Dropped,16,2024-02-10,,1,,No
ENR01741,LRN0294,CRS041,2024-01-22,2024-02-21,,Dropped,29,2024-01-29,,1,,No
ENR01846,LRN0372,CRS012,2024-02-01,2024-03-12,,Dropped,25,2024-02-02,,1,,No
ENR00291,LRN0064,CRS012,2024-03-08,2024-04-17,,Dropped,31,2024-03-12,,1,,No
ENR01348,LRN0339,CRS043,2024-01-04,2024-03-24,,In Progress,90,2024-03-28,,1,,No
ENR01481,LRN0396,CRS047,2024-01-02,2024-03-02,2024-03-11,Completed,100,2024-03-11,51.52,1,2,No
ENR01887,LRN0209,CRS058,2024-01-04,2024-02-03,,Dropped,33,2024-01-12,,3,,No
ENR01190,LRN0090,CRS050,2024-01-28,2024-02-07,2024-02-02,Completed,100,2024-02-02,64.57,2,5,Yes
ENR01582,LRN0119,CRS006,2024-01-24,2024-02-03,2024-02-08,Completed,100,2024-02-08,66.42,1,4,Yes
ENR01808,LRN0436,CRS006,2024-02-19,2024-02-29,,In Progress,29,2024-03-30,,2,,No
ENR00518,LRN0441,CRS025,2024-01-03,2024-02-12,,In Progress,59,2024-01-09,,1,,No
ENR01743,LRN0259,CRS035,2024-01-03,2024-03-23,,Dropped,0,2024-01-10,,1,,No
ENR01333,LRN0229,CRS028,2024-02-24,2024-04-04,,In Progress,13,2024-03-26,,1,,No
ENR00778,LRN0160,CRS014,2024-03-17,2024-04-16,,Not Started,0,,,1,,No
ENR00211,LRN0034,CRS043,2024-02-05,2024-04-25,,In Progress,15,2024-02-28,,1,,No
ENR00107,LRN0300,CRS032,2024-02-24,2024-03-05,,Not Started,0,,,1,,No
